Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
41.0,1.0,1.0,31.0,145.0,14.0,64.0,Junior,0,High,Medium,7.0,Very High,New,Early Mid,2.0794415416798357
36.0,22.0,3.0,95.0,117.0,2.0,51.0,Junior,0,Moderate,Very High,0.08695652173913043,Low,Senior,Early Mid,0.08338160893905106
42.0,7.0,5.0,98.0,27.0,8.0,45.0,Mid,0,Very Low,Very High,1.0,High,New,Late Mid,0.6931471805599453
55.0,2.0,2.0,57.0,117.0,1.0,32.0,Senior,0,Moderate,High,0.3333333333333333,Low,New,Senior,0.2876820724517809
43.0,20.0,3.0,54.0,35.0,9.0,93.0,Senior,0,Very Low,High,0.42857142857142855,Moderate,Senior,Late Mid,0.35667494393873234
43.0,9.0,2.0,75.0,187.0,17.0,79.0,Mid,0,Very High,Very High,1.7,Very High,Mid,Late Mid,0.9932517730102834
30.0,2.0,1.0,51.0,19.0,10.0,4.0,Junior,0,Very Low,Medium,3.3333333333333335,Very High,New,Young,1.4663370687934272
47.0,14.0,4.0,79.0,169.0,16.0,24.0,Senior,1,Very High,Very High,1.0666666666666667,High,Mid,Late Mid,0.7259370033829362
34.0,9.0,5.0,18.0,18.0,15.0,48.0,Mid,1,Very Low,Low,1.5,Very High,Mid,Early Mid,0.9162907318741551
39.0,15.0,3.0,38.0,8.0,11.0,43.0,Junior,0,Very Low,Medium,0.6875,High,Mid,Early Mid,0.5232481437645479
22.0,8.0,3.0,39.0,134.0,8.0,25.0,Mid,0,High,Medium,0.8888888888888888,High,New,Young,0.6359887667199967
44.0,20.0,5.0,35.0,27.0,8.0,37.0,Mid,1,Very Low,Medium,0.38095238095238093,Moderate,Senior,Late Mid,0.322773392263051
54.0,15.0,4.0,8.0,49.0,14.0,47.0,Mid,0,Low,Low,0.875,High,Mid,Senior,0.6286086594223741
52.0,23.0,3.0,39.0,75.0,5.0,51.0,Senior,1,Low,Medium,0.20833333333333334,Low,Veteran,Senior,0.18924199963852842
42.0,19.0,4.0,22.0,145.0,14.0,63.0,Mid,0,High,Low,0.7,High,Senior,Late Mid,0.5306282510621704
44.0,29.0,3.0,36.0,180.0,17.0,44.0,Mid,0,Very High,Medium,0.5666666666666667,Moderate,Veteran,Late Mid,0.4489502200479032
37.0,15.0,3.0,51.0,105.0,8.0,51.0,Lead,0,Moderate,Medium,0.5,Moderate,Mid,Early Mid,0.4054651081081644
48.0,0.0,1.0,23.0,110.0,10.0,47.0,Senior,1,Moderate,Low,10.0,Very High,New,Late Mid,2.3978952727983707
41.0,3.0,3.0,28.0,158.0,8.0,11.0,Lead,0,High,Medium,2.0,Very High,New,Early Mid,1.0986122886681096
59.0,27.0,2.0,55.0,166.0,2.0,94.0,Mid,1,Very High,High,0.07142857142857142,Low,Veteran,Senior,0.06899287148695145
35.0,6.0,3.0,83.0,120.0,10.0,16.0,Senior,0,High,Very High,1.4285714285714286,Very High,New,Early Mid,0.8873031950009028
58.0,23.0,4.0,51.0,116.0,1.0,81.0,Mid,0,Moderate,Medium,0.041666666666666664,Low,Veteran,Senior,0.040821994520255124
28.0,17.0,5.0,72.0,88.0,4.0,95.0,Senior,0,Moderate,High,0.2222222222222222,Low,Senior,Young,0.20067069546215116
33.0,3.0,5.0,80.0,135.0,18.0,90.0,Junior,0,High,Very High,4.5,Very High,New,Early Mid,1.7047480922384253
49.0,20.0,4.0,61.0,12.0,9.0,69.0,Junior,0,Very Low,High,0.42857142857142855,Moderate,Senior,Late Mid,0.35667494393873234
24.0,29.0,1.0,93.0,48.0,15.0,91.0,Lead,1,Low,Very High,0.5,Moderate,Veteran,Young,0.4054651081081644
42.0,29.0,3.0,5.0,103.0,16.0,51.0,Lead,0,Moderate,Low,0.5333333333333333,Moderate,Veteran,Late Mid,0.4274440148269396
50.0,26.0,3.0,9.0,197.0,8.0,58.0,Mid,1,Very High,Low,0.2962962962962963,Low,Veteran,Senior,0.2595111954850846
41.0,16.0,4.0,12.0,103.0,11.0,27.0,Mid,0,Moderate,Low,0.6470588235294118,High,Senior,Early Mid,0.49899116611898786
48.0,18.0,4.0,60.0,20.0,0.0,8.0,Junior,1,Very Low,High,0.0,Low,Senior,Late Mid,0.0
42.0,13.0,4.0,36.0,69.0,14.0,71.0,Lead,0,Low,Medium,1.0,High,Mid,Late Mid,0.6931471805599453
54.0,22.0,4.0,76.0,168.0,6.0,97.0,Junior,0,Very High,Very High,0.2608695652173913,Low,Senior,Senior,0.23180161405732433
51.0,19.0,5.0,74.0,170.0,5.0,75.0,Junior,1,Very High,Very High,0.25,Low,Senior,Senior,0.22314355131420976
30.0,7.0,3.0,11.0,25.0,17.0,94.0,Junior,0,Very Low,Low,2.125,Very High,New,Young,1.1394342831883648
59.0,9.0,5.0,54.0,4.0,10.0,99.0,Junior,0,Very Low,High,1.0,High,Mid,Senior,0.6931471805599453
44.0,25.0,4.0,43.0,38.0,10.0,53.0,Junior,0,Very Low,Medium,0.38461538461538464,Moderate,Veteran,Late Mid,0.325422400434628
44.0,6.0,4.0,76.0,32.0,17.0,6.0,Mid,0,Very Low,Very High,2.4285714285714284,Very High,New,Late Mid,1.2321436812926323
22.0,0.0,3.0,81.0,39.0,7.0,7.0,Junior,0,Very Low,Very High,7.0,Very High,New,Young,2.0794415416798357
42.0,8.0,3.0,58.0,147.0,10.0,86.0,Mid,0,High,High,1.1111111111111112,High,New,Late Mid,0.7472144018302211
53.0,1.0,5.0,70.0,162.0,5.0,84.0,Senior,1,Very High,High,2.5,Very High,New,Senior,1.252762968495368
47.0,25.0,3.0,12.0,103.0,9.0,53.0,Senior,0,Moderate,Low,0.34615384615384615,Low,Veteran,Late Mid,0.2972515234679316
54.0,15.0,2.0,99.0,28.0,9.0,26.0,Senior,0,Very Low,Very High,0.5625,Moderate,Mid,Senior,0.44628710262841953
30.0,3.0,2.0,7.0,45.0,2.0,12.0,Senior,1,Low,Low,0.5,Moderate,New,Young,0.4054651081081644
38.0,15.0,2.0,61.0,60.0,13.0,51.0,Mid,1,Low,High,0.8125,High,Mid,Early Mid,0.5947071077466928
27.0,6.0,2.0,9.0,67.0,7.0,40.0,Lead,1,Low,Low,1.0,High,New,Young,0.6931471805599453
28.0,4.0,4.0,7.0,179.0,13.0,2.0,Lead,1,Very High,Low,2.6,Very High,New,Young,1.2809338454620645
28.0,21.0,5.0,37.0,174.0,2.0,19.0,Junior,0,Very High,Medium,0.09090909090909091,Low,Senior,Young,0.08701137698962977
58.0,1.0,1.0,48.0,46.0,1.0,10.0,Lead,0,Low,Medium,0.5,Moderate,New,Senior,0.4054651081081644
26.0,15.0,1.0,8.0,102.0,10.0,56.0,Lead,0,Moderate,Low,0.625,Moderate,Mid,Young,0.48550781578170077
54.0,13.0,2.0,88.0,133.0,3.0,97.0,Junior,0,High,Very High,0.21428571428571427,Low,Mid,Senior,0.19415601444095745
31.0,27.0,5.0,32.0,53.0,8.0,43.0,Lead,1,Low,Medium,0.2857142857142857,Low,Veteran,Young,0.25131442828090605
38.0,8.0,3.0,56.0,175.0,19.0,65.0,Junior,0,Very High,High,2.111111111111111,Very High,New,Early Mid,1.1349799328389847
49.0,5.0,3.0,62.0,193.0,2.0,96.0,Mid,1,Very High,High,0.3333333333333333,Low,New,Late Mid,0.2876820724517809
43.0,12.0,2.0,48.0,76.0,15.0,6.0,Junior,0,Low,Medium,1.1538461538461537,High,Mid,Late Mid,0.7672551527136672
42.0,15.0,2.0,11.0,54.0,10.0,94.0,Mid,1,Low,Low,0.625,Moderate,Mid,Late Mid,0.48550781578170077
53.0,22.0,3.0,51.0,103.0,2.0,91.0,Senior,1,Moderate,Medium,0.08695652173913043,Low,Senior,Senior,0.08338160893905106
53.0,18.0,1.0,85.0,36.0,5.0,58.0,Lead,0,Very Low,Very High,0.2631578947368421,Low,Senior,Senior,0.23361485118150516
57.0,4.0,1.0,54.0,132.0,2.0,26.0,Mid,0,High,High,0.4,Moderate,New,Senior,0.33647223662121295
52.0,22.0,4.0,51.0,105.0,10.0,80.0,Mid,0,Moderate,Medium,0.43478260869565216,Moderate,Senior,Senior,0.36101334553733055
27.0,8.0,1.0,71.0,5.0,18.0,90.0,Senior,1,Very Low,High,2.0,Very High,New,Young,1.0986122886681096
42.0,1.0,3.0,0.0,111.0,10.0,77.0,Lead,1,Moderate,Low,5.0,Very High,New,Late Mid,1.791759469228055
56.0,23.0,2.0,72.0,48.0,19.0,12.0,Mid,0,Low,High,0.7916666666666666,High,Veteran,Senior,0.5831462853456167
35.0,26.0,3.0,3.0,26.0,16.0,33.0,Senior,0,Very Low,Low,0.5925925925925926,Moderate,Veteran,Early Mid,0.4653632496892333
44.0,4.0,3.0,19.0,50.0,5.0,89.0,Mid,1,Low,Low,1.0,High,New,Late Mid,0.6931471805599453
41.0,11.0,4.0,73.0,103.0,12.0,62.0,Mid,0,Moderate,High,1.0,High,Mid,Early Mid,0.6931471805599453
51.0,9.0,1.0,75.0,39.0,0.0,25.0,Mid,0,Very Low,Very High,0.0,Low,Mid,Senior,0.0
31.0,9.0,1.0,27.0,18.0,17.0,24.0,Mid,1,Very Low,Low,1.7,Very High,Mid,Young,0.9932517730102834
51.0,18.0,4.0,85.0,66.0,19.0,19.0,Mid,0,Low,Very High,1.0,High,Senior,Senior,0.6931471805599453
28.0,10.0,3.0,33.0,130.0,5.0,14.0,Lead,0,High,Medium,0.45454545454545453,Moderate,Mid,Young,0.3746934494414107
27.0,11.0,5.0,91.0,141.0,2.0,51.0,Senior,0,High,Very High,0.16666666666666666,Low,Mid,Young,0.1541506798272583
29.0,16.0,5.0,42.0,62.0,5.0,91.0,Lead,0,Low,Medium,0.29411764705882354,Low,Senior,Young,0.2578291093020998
47.0,0.0,1.0,11.0,5.0,5.0,98.0,Junior,1,Very Low,Low,5.0,Very High,New,Late Mid,1.791759469228055
39.0,3.0,3.0,62.0,98.0,16.0,51.0,Senior,0,Moderate,High,4.0,Very High,New,Early Mid,1.6094379124341003
57.0,26.0,1.0,76.0,57.0,19.0,83.0,Senior,0,Low,Very High,0.7037037037037037,High,Veteran,Senior,0.532804530484766
47.0,27.0,5.0,95.0,73.0,15.0,83.0,Junior,0,Low,Very High,0.5357142857142857,Moderate,Veteran,Late Mid,0.42899560551835847
25.0,29.0,3.0,29.0,18.0,19.0,59.0,Senior,1,Very Low,Medium,0.6333333333333333,Moderate,Veteran,Young,0.4906229164484712
34.0,13.0,4.0,21.0,186.0,10.0,93.0,Junior,0,Very High,Low,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
45.0,29.0,1.0,98.0,168.0,9.0,94.0,Mid,0,Very High,Very High,0.3,Low,Veteran,Late Mid,0.26236426446749106
52.0,25.0,3.0,36.0,56.0,19.0,40.0,Senior,0,Low,Medium,0.7307692307692307,High,Veteran,Senior,0.5485659517488377
43.0,28.0,5.0,34.0,120.0,17.0,3.0,Junior,0,High,Medium,0.5862068965517241,Moderate,Veteran,Late Mid,0.46134556650262093
39.0,13.0,1.0,43.0,174.0,10.0,62.0,Lead,0,Very High,Medium,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
55.0,20.0,2.0,51.0,0.0,10.0,48.0,Mid,1,Very Low,Medium,0.47619047619047616,Moderate,Senior,Senior,0.38946476676172326
44.0,2.0,1.0,60.0,93.0,4.0,18.0,Mid,0,Moderate,High,1.3333333333333333,Very High,New,Late Mid,0.8472978603872036
58.0,17.0,4.0,51.0,67.0,7.0,12.0,Senior,0,Low,Medium,0.3888888888888889,Moderate,Senior,Senior,0.32850406697203605
22.0,24.0,3.0,76.0,182.0,3.0,79.0,Junior,0,Very High,Very High,0.12,Low,Veteran,Young,0.11332868530700317
41.0,2.0,3.0,80.0,44.0,1.0,19.0,Junior,0,Low,Very High,0.3333333333333333,Low,New,Early Mid,0.2876820724517809
46.0,10.0,4.0,66.0,105.0,4.0,71.0,Mid,1,Moderate,High,0.36363636363636365,Moderate,Mid,Late Mid,0.3101549283038395
27.0,6.0,1.0,19.0,96.0,18.0,10.0,Mid,1,Moderate,Low,2.5714285714285716,Very High,New,Young,1.2729656758128876
41.0,13.0,1.0,64.0,131.0,13.0,20.0,Senior,1,High,High,0.9285714285714286,High,Mid,Early Mid,0.6567795363890705
41.0,15.0,5.0,89.0,62.0,15.0,27.0,Senior,0,Low,Very High,0.9375,High,Mid,Early Mid,0.661398482245365
30.0,4.0,1.0,51.0,38.0,6.0,79.0,Lead,0,Very Low,Medium,1.2,Very High,New,Young,0.7884573603642702
39.0,25.0,2.0,51.0,90.0,14.0,38.0,Senior,0,Moderate,Medium,0.5384615384615384,Moderate,Veteran,Early Mid,0.4307829160924542
24.0,20.0,4.0,65.0,93.0,17.0,66.0,Junior,1,Moderate,High,0.8095238095238095,High,Senior,Young,0.5930637220029628
57.0,12.0,5.0,86.0,24.0,15.0,94.0,Lead,1,Very Low,Very High,1.1538461538461537,High,Mid,Senior,0.7672551527136672
27.0,15.0,3.0,81.0,190.0,5.0,29.0,Mid,0,Very High,Very High,0.3125,Low,Mid,Young,0.27193371548364176
40.0,9.0,4.0,21.0,137.0,10.0,75.0,Junior,0,High,Low,1.0,High,Mid,Early Mid,0.6931471805599453
59.0,7.0,3.0,60.0,158.0,5.0,51.0,Lead,1,High,High,0.625,Moderate,New,Senior,0.48550781578170077
30.0,16.0,5.0,22.0,119.0,10.0,58.0,Junior,0,High,Low,0.5882352941176471,Moderate,Senior,Young,0.462623521948113
31.0,23.0,1.0,43.0,130.0,19.0,33.0,Lead,1,High,Medium,0.7916666666666666,High,Veteran,Young,0.5831462853456167
45.0,2.0,1.0,94.0,103.0,17.0,19.0,Mid,1,Moderate,Very High,5.666666666666667,Very High,New,Late Mid,1.8971199848858813
47.0,26.0,4.0,78.0,83.0,17.0,35.0,Senior,1,Low,Very High,0.6296296296296297,Moderate,Veteran,Late Mid,0.4883527679139321
29.0,22.0,5.0,27.0,103.0,7.0,51.0,Senior,0,Moderate,Low,0.30434782608695654,Low,Senior,Young,0.2657031657330057
26.0,18.0,1.0,24.0,167.0,9.0,5.0,Mid,0,Very High,Low,0.47368421052631576,Moderate,Senior,Young,0.38776553100876343
43.0,2.0,4.0,51.0,199.0,6.0,43.0,Mid,1,Very High,Medium,2.0,Very High,New,Late Mid,1.0986122886681096
46.0,17.0,2.0,11.0,103.0,12.0,45.0,Senior,0,Moderate,Low,0.6666666666666666,High,Senior,Late Mid,0.5108256237659907
44.0,14.0,1.0,25.0,3.0,15.0,30.0,Senior,1,Very Low,Low,1.0,High,Mid,Late Mid,0.6931471805599453
42.0,14.0,3.0,54.0,81.0,15.0,1.0,Lead,0,Low,High,1.0,High,Mid,Late Mid,0.6931471805599453
24.0,25.0,5.0,39.0,94.0,13.0,69.0,Senior,0,Moderate,Medium,0.5,Moderate,Veteran,Young,0.4054651081081644
29.0,8.0,4.0,25.0,40.0,7.0,38.0,Junior,0,Very Low,Low,0.7777777777777778,High,New,Young,0.5753641449035618
43.0,12.0,3.0,99.0,103.0,10.0,26.0,Mid,1,Moderate,Very High,0.7692307692307693,High,Mid,Late Mid,0.5705448584676129
41.0,25.0,3.0,71.0,21.0,11.0,30.0,Lead,1,Very Low,High,0.4230769230769231,Moderate,Veteran,Early Mid,0.3528213746227424
44.0,16.0,3.0,87.0,188.0,10.0,37.0,Lead,0,Very High,Very High,0.5882352941176471,Moderate,Senior,Late Mid,0.462623521948113
41.0,12.0,3.0,16.0,165.0,3.0,48.0,Junior,1,Very High,Low,0.23076923076923078,Low,Mid,Early Mid,0.20763936477824452
49.0,17.0,2.0,56.0,99.0,7.0,25.0,Mid,1,Moderate,High,0.3888888888888889,Moderate,Senior,Late Mid,0.32850406697203605
56.0,11.0,3.0,41.0,199.0,7.0,6.0,Mid,0,Very High,Medium,0.5833333333333334,Moderate,Mid,Senior,0.4595323293784402
50.0,21.0,1.0,39.0,118.0,11.0,73.0,Junior,0,High,Medium,0.5,Moderate,Senior,Senior,0.4054651081081644
59.0,4.0,4.0,99.0,117.0,14.0,11.0,Senior,0,Moderate,Very High,2.8,Very High,New,Senior,1.33500106673234
27.0,12.0,5.0,49.0,110.0,11.0,72.0,Lead,0,Moderate,Medium,0.8461538461538461,High,Mid,Young,0.6131044728864089
35.0,10.0,2.0,34.0,116.0,8.0,82.0,Senior,1,Moderate,Medium,0.7272727272727273,High,Mid,Early Mid,0.5465437063680699
50.0,15.0,5.0,22.0,0.0,9.0,17.0,Mid,1,Very Low,Low,0.5625,Moderate,Mid,Senior,0.44628710262841953
49.0,12.0,4.0,24.0,67.0,3.0,79.0,Lead,0,Low,Low,0.23076923076923078,Low,Mid,Late Mid,0.20763936477824452
31.0,22.0,2.0,11.0,32.0,13.0,68.0,Junior,0,Very Low,Low,0.5652173913043478,Moderate,Senior,Young,0.4480247225269603
25.0,3.0,3.0,66.0,73.0,5.0,74.0,Senior,0,Low,High,1.25,Very High,New,Young,0.8109302162163288
45.0,24.0,2.0,38.0,187.0,3.0,45.0,Lead,0,Very High,Medium,0.12,Low,Veteran,Late Mid,0.11332868530700317
23.0,15.0,5.0,9.0,93.0,11.0,41.0,Junior,0,Moderate,Low,0.6875,High,Mid,Young,0.5232481437645479
50.0,18.0,4.0,96.0,63.0,18.0,51.0,Lead,0,Low,Very High,0.9473684210526315,High,Senior,Senior,0.666478933477784
46.0,0.0,3.0,29.0,197.0,11.0,44.0,Junior,1,Very High,Medium,11.0,Very High,New,Late Mid,2.4849066497880004
52.0,13.0,1.0,27.0,103.0,5.0,44.0,Mid,1,Moderate,Low,0.35714285714285715,Low,Mid,Senior,0.30538164955118186
36.0,1.0,3.0,98.0,24.0,1.0,96.0,Lead,0,Very Low,Very High,0.5,Moderate,New,Early Mid,0.4054651081081644
59.0,4.0,3.0,17.0,110.0,16.0,67.0,Senior,0,Moderate,Low,3.2,Very High,New,Senior,1.4350845252893227
54.0,16.0,1.0,8.0,103.0,13.0,57.0,Lead,0,Moderate,Low,0.7647058823529411,High,Senior,Senior,0.5679840376059393
29.0,6.0,3.0,12.0,84.0,10.0,16.0,Lead,0,Low,Low,1.4285714285714286,Very High,New,Young,0.8873031950009028
37.0,26.0,3.0,18.0,84.0,14.0,84.0,Lead,0,Low,Low,0.5185185185185185,Moderate,Veteran,Early Mid,0.4177352006999787
59.0,8.0,5.0,77.0,19.0,13.0,26.0,Lead,0,Very Low,Very High,1.4444444444444444,Very High,New,Senior,0.8938178760220965
55.0,15.0,1.0,28.0,196.0,16.0,66.0,Mid,1,Very High,Medium,1.0,High,Mid,Senior,0.6931471805599453
27.0,24.0,2.0,95.0,184.0,2.0,35.0,Mid,0,Very High,Very High,0.08,Low,Veteran,Young,0.07696104113612832
44.0,23.0,3.0,46.0,120.0,2.0,39.0,Lead,0,High,Medium,0.08333333333333333,Low,Veteran,Late Mid,0.08004270767353643
56.0,0.0,5.0,87.0,11.0,10.0,92.0,Lead,0,Very Low,Very High,10.0,Very High,New,Senior,2.3978952727983707
50.0,1.0,3.0,98.0,177.0,9.0,88.0,Junior,0,Very High,Very High,4.5,Very High,New,Senior,1.7047480922384253
56.0,5.0,3.0,88.0,49.0,18.0,60.0,Senior,0,Low,Very High,3.0,Very High,New,Senior,1.3862943611198906
23.0,21.0,5.0,43.0,164.0,7.0,80.0,Mid,1,Very High,Medium,0.3181818181818182,Low,Senior,Young,0.2762533766281582
54.0,2.0,3.0,80.0,173.0,15.0,31.0,Junior,1,Very High,Very High,5.0,Very High,New,Senior,1.791759469228055
47.0,1.0,3.0,67.0,175.0,16.0,92.0,Senior,0,Very High,High,8.0,Very High,New,Late Mid,2.1972245773362196
53.0,10.0,3.0,60.0,26.0,2.0,22.0,Senior,0,Very Low,High,0.18181818181818182,Low,Mid,Senior,0.1670540846631662
39.0,15.0,1.0,75.0,118.0,10.0,76.0,Senior,0,High,Very High,0.625,Moderate,Mid,Early Mid,0.48550781578170077
55.0,6.0,4.0,41.0,113.0,1.0,51.0,Senior,0,Moderate,Medium,0.14285714285714285,Low,New,Senior,0.13353139262452263
51.0,27.0,4.0,96.0,182.0,12.0,22.0,Junior,0,Very High,Very High,0.42857142857142855,Moderate,Veteran,Senior,0.35667494393873234
44.0,9.0,5.0,83.0,150.0,8.0,32.0,Junior,0,High,Very High,0.8,High,Mid,Late Mid,0.5877866649021191
41.0,29.0,1.0,95.0,34.0,1.0,51.0,Junior,1,Very Low,Very High,0.03333333333333333,Low,Veteran,Early Mid,0.03278982282299087
29.0,14.0,2.0,89.0,176.0,9.0,18.0,Lead,1,Very High,Very High,0.6,Moderate,Mid,Young,0.4700036292457356
35.0,1.0,2.0,21.0,60.0,12.0,27.0,Junior,0,Low,Low,6.0,Very High,New,Early Mid,1.9459101490553132
44.0,22.0,4.0,35.0,167.0,1.0,16.0,Mid,0,Very High,Medium,0.043478260869565216,Low,Senior,Late Mid,0.04255961441879593
35.0,3.0,1.0,51.0,151.0,15.0,79.0,Junior,1,High,Medium,3.75,Very High,New,Early Mid,1.55814461804655
23.0,29.0,3.0,51.0,28.0,9.0,51.0,Mid,1,Very Low,Medium,0.3,Low,Veteran,Young,0.26236426446749106
25.0,27.0,5.0,51.0,143.0,19.0,67.0,Lead,0,High,Medium,0.6785714285714286,High,Veteran,Young,0.5179430915348546
45.0,26.0,2.0,20.0,153.0,16.0,38.0,Mid,0,High,Low,0.5925925925925926,Moderate,Veteran,Late Mid,0.4653632496892333
57.0,26.0,3.0,51.0,53.0,13.0,49.0,Mid,0,Low,Medium,0.48148148148148145,Moderate,Veteran,Senior,0.39304258810960724
30.0,6.0,5.0,41.0,129.0,11.0,6.0,Lead,1,High,Medium,1.5714285714285714,Very High,New,Young,0.9444616088408514
37.0,0.0,1.0,59.0,199.0,10.0,77.0,Junior,1,Very High,High,10.0,Very High,New,Early Mid,2.3978952727983707
53.0,7.0,2.0,24.0,3.0,19.0,76.0,Lead,0,Very Low,Low,2.375,Very High,New,Senior,1.2163953243244932
53.0,22.0,2.0,65.0,2.0,6.0,93.0,Junior,0,Very Low,High,0.2608695652173913,Low,Senior,Senior,0.23180161405732433
48.0,6.0,4.0,33.0,115.0,10.0,87.0,Mid,0,Moderate,Medium,1.4285714285714286,Very High,New,Late Mid,0.8873031950009028
41.0,16.0,2.0,59.0,158.0,19.0,15.0,Junior,1,High,High,1.1176470588235294,High,Senior,Early Mid,0.750305594399894
25.0,28.0,1.0,27.0,48.0,18.0,97.0,Junior,1,Low,Low,0.6206896551724138,Moderate,Veteran,Young,0.48285177172358457
57.0,27.0,4.0,87.0,194.0,10.0,26.0,Junior,0,Very High,Very High,0.35714285714285715,Low,Veteran,Senior,0.30538164955118186
46.0,19.0,5.0,46.0,53.0,4.0,94.0,Mid,0,Low,Medium,0.2,Low,Senior,Late Mid,0.18232155679395462
36.0,28.0,3.0,96.0,197.0,11.0,7.0,Mid,0,Very High,Very High,0.3793103448275862,Moderate,Veteran,Early Mid,0.3215836241274623
33.0,5.0,4.0,66.0,22.0,15.0,72.0,Junior,0,Very Low,High,2.5,Very High,New,Early Mid,1.252762968495368
28.0,2.0,1.0,51.0,114.0,16.0,80.0,Senior,0,Moderate,Medium,5.333333333333333,Very High,New,Young,1.8458266904983307
57.0,24.0,1.0,6.0,54.0,18.0,51.0,Senior,0,Low,Low,0.72,High,Veteran,Senior,0.5423242908253616
45.0,16.0,3.0,52.0,69.0,7.0,59.0,Junior,0,Low,High,0.4117647058823529,Moderate,Senior,Late Mid,0.34484048629172953
27.0,10.0,4.0,1.0,44.0,11.0,82.0,Lead,1,Low,Low,1.0,High,Mid,Young,0.6931471805599453
52.0,19.0,5.0,48.0,75.0,5.0,27.0,Lead,0,Low,Medium,0.25,Low,Senior,Senior,0.22314355131420976
42.0,8.0,1.0,51.0,94.0,14.0,71.0,Junior,1,Moderate,Medium,1.5555555555555556,Very High,New,Late Mid,0.9382696385929303
32.0,27.0,1.0,95.0,35.0,7.0,83.0,Mid,0,Very Low,Very High,0.25,Low,Veteran,Young,0.22314355131420976
37.0,28.0,3.0,22.0,12.0,17.0,55.0,Lead,0,Very Low,Low,0.5862068965517241,Moderate,Veteran,Early Mid,0.46134556650262093
35.0,22.0,3.0,87.0,140.0,1.0,85.0,Lead,0,High,Very High,0.043478260869565216,Low,Senior,Early Mid,0.04255961441879593
46.0,23.0,5.0,87.0,25.0,11.0,79.0,Junior,0,Very Low,Very High,0.4583333333333333,Moderate,Veteran,Late Mid,0.37729423114146804
35.0,8.0,2.0,17.0,65.0,15.0,52.0,Mid,0,Low,Low,1.6666666666666667,Very High,New,Early Mid,0.9808292530117262
59.0,29.0,3.0,5.0,114.0,0.0,43.0,Junior,0,Moderate,Low,0.0,Low,Veteran,Senior,0.0
39.0,20.0,1.0,33.0,172.0,12.0,93.0,Junior,0,Very High,Medium,0.5714285714285714,Moderate,Senior,Early Mid,0.4519851237430572
35.0,19.0,2.0,35.0,114.0,16.0,55.0,Mid,0,Moderate,Medium,0.8,High,Senior,Early Mid,0.5877866649021191
45.0,22.0,4.0,8.0,21.0,10.0,9.0,Senior,0,Very Low,Low,0.43478260869565216,Moderate,Senior,Late Mid,0.36101334553733055
29.0,27.0,3.0,91.0,8.0,3.0,82.0,Mid,0,Very Low,Very High,0.10714285714285714,Low,Veteran,Young,0.10178269430994231
46.0,13.0,5.0,72.0,91.0,8.0,89.0,Lead,1,Moderate,High,0.5714285714285714,Moderate,Mid,Late Mid,0.4519851237430572
55.0,5.0,1.0,75.0,104.0,10.0,50.0,Mid,0,Moderate,Very High,1.6666666666666667,Very High,New,Senior,0.9808292530117262
49.0,28.0,1.0,51.0,61.0,15.0,10.0,Mid,0,Low,Medium,0.5172413793103449,Moderate,Veteran,Late Mid,0.41689380393178715
39.0,14.0,1.0,37.0,81.0,10.0,48.0,Senior,0,Low,Medium,0.6666666666666666,High,Mid,Early Mid,0.5108256237659907
55.0,17.0,2.0,60.0,123.0,18.0,77.0,Senior,0,High,High,1.0,High,Senior,Senior,0.6931471805599453
24.0,24.0,4.0,51.0,17.0,16.0,81.0,Lead,1,Very Low,Medium,0.64,High,Veteran,Young,0.49469624183610705
33.0,19.0,1.0,98.0,188.0,14.0,67.0,Lead,1,Very High,Very High,0.7,High,Senior,Early Mid,0.5306282510621704
57.0,22.0,3.0,18.0,91.0,18.0,61.0,Mid,0,Moderate,Low,0.782608695652174,High,Senior,Senior,0.5780778507751582
26.0,26.0,2.0,30.0,92.0,10.0,81.0,Lead,1,Moderate,Medium,0.37037037037037035,Moderate,Veteran,Young,0.31508104663989533
40.0,2.0,3.0,40.0,60.0,18.0,16.0,Senior,1,Low,Medium,6.0,Very High,New,Early Mid,1.9459101490553132
33.0,20.0,4.0,18.0,177.0,17.0,32.0,Lead,0,Very High,Low,0.8095238095238095,High,Senior,Early Mid,0.5930637220029628
48.0,26.0,4.0,3.0,195.0,11.0,99.0,Junior,0,Very High,Low,0.4074074074074074,Moderate,Veteran,Late Mid,0.34174929372205665
38.0,7.0,1.0,46.0,36.0,0.0,70.0,Junior,0,Very Low,Medium,0.0,Low,New,Early Mid,0.0
49.0,19.0,1.0,54.0,43.0,9.0,29.0,Junior,0,Low,High,0.45,Moderate,Senior,Late Mid,0.37156355643248307
43.0,11.0,1.0,72.0,90.0,0.0,82.0,Lead,0,Moderate,High,0.0,Low,Mid,Late Mid,0.0
31.0,21.0,2.0,59.0,103.0,16.0,88.0,Lead,0,Moderate,High,0.7272727272727273,High,Senior,Young,0.5465437063680699
27.0,4.0,3.0,82.0,2.0,13.0,44.0,Lead,0,Very Low,Very High,2.6,Very High,New,Young,1.2809338454620645
