Employee_ID,Age,Years_at_Company,Performance_Score,Leadership_Score,Training_Hours,Projects_Handled,Peer_Review_Score,Current_Position_Level,Promotion_Eligible,Training_Level,Leadership_Level,Projects_per_Years,Project_Level,Tenure_Level,Age_Group,Projects_per_Years_log
EMP0390,54.0,27.0,3.0,86.0,9.0,16.0,0.0,Mid,0,Very Low,Very High,0.5714285714285714,Moderate,Veteran,Senior,0.4519851237430572
EMP0391,42.0,24.0,3.0,98.0,103.0,2.0,35.0,Senior,1,Moderate,Very High,0.08,Low,Veteran,Late Mid,0.07696104113612832
EMP0392,31.0,26.0,1.0,56.0,70.0,1.0,27.0,Senior,0,Low,High,0.037037037037037035,Low,Veteran,Young,0.03636764417087485
EMP0393,30.0,28.0,1.0,93.0,18.0,16.0,8.0,Lead,1,Very Low,Very High,0.5517241379310345,Moderate,Veteran,Young,0.4393666597838457
EMP0395,55.0,11.0,4.0,41.0,165.0,4.0,35.0,Mid,1,Very High,Medium,0.3333333333333333,Low,Mid,Senior,0.2876820724517809
EMP0396,52.0,15.0,1.0,50.0,64.0,6.0,51.0,Junior,0,Low,Medium,0.375,Moderate,Mid,Senior,0.3184537311185346
EMP0397,41.0,12.0,2.0,72.0,149.0,3.0,95.0,Lead,0,High,High,0.23076923076923078,Low,Mid,Early Mid,0.20763936477824452
EMP0399,40.0,21.0,5.0,62.0,164.0,1.0,85.0,Junior,0,Very High,High,0.045454545454545456,Low,Senior,Early Mid,0.04445176257083384
EMP0400,42.0,18.0,2.0,51.0,100.0,9.0,79.0,Junior,0,Moderate,Medium,0.47368421052631576,Moderate,Senior,Late Mid,0.38776553100876343
EMP0401,46.0,11.0,1.0,12.0,177.0,11.0,8.0,Lead,0,Very High,Low,0.9166666666666666,High,Mid,Late Mid,0.6505875661411493
EMP0402,41.0,11.0,4.0,25.0,52.0,0.0,96.0,Senior,0,Low,Low,0.0,Low,Mid,Early Mid,0.0
EMP0403,47.0,15.0,4.0,58.0,115.0,14.0,12.0,Junior,0,Moderate,High,0.875,High,Mid,Late Mid,0.6286086594223741
EMP0404,28.0,17.0,3.0,50.0,89.0,10.0,32.0,Junior,0,Moderate,Medium,0.5555555555555556,Moderate,Senior,Young,0.44183275227903923
EMP0405,24.0,22.0,3.0,34.0,108.0,10.0,63.0,Junior,1,Moderate,Medium,0.43478260869565216,Moderate,Senior,Young,0.36101334553733055
EMP0406,29.0,27.0,1.0,58.0,163.0,12.0,24.0,Mid,0,Very High,High,0.42857142857142855,Moderate,Veteran,Young,0.35667494393873234
EMP0407,51.0,9.0,1.0,84.0,102.0,19.0,69.0,Mid,0,Moderate,Very High,1.9,Very High,Mid,Senior,1.0647107369924282
EMP0408,32.0,2.0,3.0,72.0,79.0,13.0,65.0,Lead,0,Low,High,4.333333333333333,Very High,New,Young,1.6739764335716716
EMP0409,29.0,8.0,3.0,98.0,7.0,5.0,36.0,Mid,0,Very Low,Very High,0.5555555555555556,Moderate,New,Young,0.44183275227903923
EMP0410,58.0,20.0,3.0,62.0,118.0,9.0,70.0,Senior,0,High,High,0.42857142857142855,Moderate,Senior,Senior,0.35667494393873234
EMP0411,38.0,16.0,5.0,34.0,138.0,19.0,56.0,Mid,0,High,Medium,1.1176470588235294,High,Senior,Early Mid,0.750305594399894
EMP0412,29.0,1.0,2.0,19.0,97.0,17.0,21.0,Mid,0,Moderate,Low,8.5,Very High,New,Young,2.2512917986064953
EMP0413,51.0,4.0,4.0,6.0,21.0,0.0,68.0,Mid,0,Very Low,Low,0.0,Low,New,Senior,0.0
EMP0414,37.0,28.0,5.0,46.0,59.0,9.0,60.0,Lead,0,Low,Medium,0.3103448275862069,Low,Veteran,Early Mid,0.27029032973991174
EMP0415,25.0,10.0,4.0,67.0,103.0,0.0,92.0,Junior,1,Moderate,High,0.0,Low,Mid,Young,0.0
EMP0416,42.0,20.0,1.0,40.0,14.0,13.0,64.0,Senior,1,Very Low,Medium,0.6190476190476191,Moderate,Senior,Late Mid,0.48183808689273844
EMP0417,55.0,4.0,1.0,50.0,145.0,19.0,4.0,Lead,0,High,Medium,3.8,Very High,New,Senior,1.5686159179138452
EMP0418,41.0,1.0,1.0,86.0,51.0,10.0,82.0,Mid,1,Low,Very High,5.0,Very High,New,Early Mid,1.791759469228055
EMP0419,34.0,17.0,5.0,73.0,103.0,4.0,66.0,Mid,1,Moderate,High,0.2222222222222222,Low,Senior,Early Mid,0.20067069546215116
EMP0420,48.0,25.0,1.0,40.0,194.0,6.0,71.0,Mid,1,Very High,Medium,0.23076923076923078,Low,Veteran,Late Mid,0.20763936477824452
EMP0422,50.0,26.0,3.0,63.0,123.0,16.0,22.0,Mid,1,High,High,0.5925925925925926,Moderate,Veteran,Senior,0.4653632496892333
EMP0423,37.0,9.0,3.0,74.0,14.0,8.0,23.0,Lead,1,Very Low,Very High,0.8,High,Mid,Early Mid,0.5877866649021191
EMP0424,26.0,6.0,1.0,59.0,175.0,16.0,51.0,Lead,0,Very High,High,2.2857142857142856,Very High,New,Young,1.1895840668738362
EMP0425,58.0,12.0,4.0,31.0,121.0,1.0,61.0,Junior,0,High,Medium,0.07692307692307693,Low,Mid,Senior,0.07410797215372188
EMP0426,41.0,1.0,1.0,31.0,145.0,14.0,64.0,Junior,0,High,Medium,7.0,Very High,New,Early Mid,2.0794415416798357
EMP0427,36.0,22.0,3.0,95.0,117.0,2.0,51.0,Junior,0,Moderate,Very High,0.08695652173913043,Low,Senior,Early Mid,0.08338160893905106
EMP0428,42.0,7.0,5.0,98.0,27.0,8.0,45.0,Mid,0,Very Low,Very High,1.0,High,New,Late Mid,0.6931471805599453
EMP0429,55.0,2.0,2.0,57.0,117.0,1.0,32.0,Senior,0,Moderate,High,0.3333333333333333,Low,New,Senior,0.2876820724517809
EMP0430,43.0,20.0,3.0,54.0,35.0,9.0,93.0,Senior,0,Very Low,High,0.42857142857142855,Moderate,Senior,Late Mid,0.35667494393873234
EMP0431,43.0,9.0,2.0,75.0,187.0,17.0,79.0,Mid,0,Very High,Very High,1.7,Very High,Mid,Late Mid,0.9932517730102834
EMP0432,30.0,2.0,1.0,51.0,19.0,10.0,4.0,Junior,0,Very Low,Medium,3.3333333333333335,Very High,New,Young,1.4663370687934272
EMP0433,47.0,14.0,4.0,79.0,169.0,16.0,24.0,Senior,1,Very High,Very High,1.0666666666666667,High,Mid,Late Mid,0.7259370033829362
EMP0434,34.0,9.0,5.0,18.0,18.0,15.0,48.0,Mid,1,Very Low,Low,1.5,Very High,Mid,Early Mid,0.9162907318741551
EMP0435,39.0,15.0,3.0,38.0,8.0,11.0,43.0,Junior,0,Very Low,Medium,0.6875,High,Mid,Early Mid,0.5232481437645479
EMP0436,22.0,8.0,3.0,39.0,134.0,8.0,25.0,Mid,0,High,Medium,0.8888888888888888,High,New,Young,0.6359887667199967
EMP0437,44.0,20.0,5.0,35.0,27.0,8.0,37.0,Mid,1,Very Low,Medium,0.38095238095238093,Moderate,Senior,Late Mid,0.322773392263051
EMP0438,54.0,15.0,4.0,8.0,49.0,14.0,47.0,Mid,0,Low,Low,0.875,High,Mid,Senior,0.6286086594223741
EMP0439,52.0,23.0,3.0,39.0,75.0,5.0,51.0,Senior,1,Low,Medium,0.20833333333333334,Low,Veteran,Senior,0.18924199963852842
EMP0440,42.0,19.0,4.0,22.0,145.0,14.0,63.0,Mid,0,High,Low,0.7,High,Senior,Late Mid,0.5306282510621704
EMP0441,44.0,29.0,3.0,36.0,180.0,17.0,44.0,Mid,0,Very High,Medium,0.5666666666666667,Moderate,Veteran,Late Mid,0.4489502200479032
EMP0442,37.0,15.0,3.0,51.0,105.0,8.0,51.0,Lead,0,Moderate,Medium,0.5,Moderate,Mid,Early Mid,0.4054651081081644
EMP0443,48.0,0.0,1.0,23.0,110.0,10.0,47.0,Senior,1,Moderate,Low,10.0,Very High,New,Late Mid,2.3978952727983707
EMP0444,41.0,3.0,3.0,28.0,158.0,8.0,11.0,Lead,0,High,Medium,2.0,Very High,New,Early Mid,1.0986122886681096
EMP0445,59.0,27.0,2.0,55.0,166.0,2.0,94.0,Mid,1,Very High,High,0.07142857142857142,Low,Veteran,Senior,0.06899287148695145
EMP0446,35.0,6.0,3.0,83.0,120.0,10.0,16.0,Senior,0,High,Very High,1.4285714285714286,Very High,New,Early Mid,0.8873031950009028
EMP0447,58.0,23.0,4.0,51.0,116.0,1.0,81.0,Mid,0,Moderate,Medium,0.041666666666666664,Low,Veteran,Senior,0.040821994520255124
EMP0448,28.0,17.0,5.0,72.0,88.0,4.0,95.0,Senior,0,Moderate,High,0.2222222222222222,Low,Senior,Young,0.20067069546215116
EMP0449,33.0,3.0,5.0,80.0,135.0,18.0,90.0,Junior,0,High,Very High,4.5,Very High,New,Early Mid,1.7047480922384253
EMP0450,49.0,20.0,4.0,61.0,12.0,9.0,69.0,Junior,0,Very Low,High,0.42857142857142855,Moderate,Senior,Late Mid,0.35667494393873234
EMP0451,24.0,29.0,1.0,93.0,48.0,15.0,91.0,Lead,1,Low,Very High,0.5,Moderate,Veteran,Young,0.4054651081081644
EMP0453,42.0,29.0,3.0,5.0,103.0,16.0,51.0,Lead,0,Moderate,Low,0.5333333333333333,Moderate,Veteran,Late Mid,0.4274440148269396
EMP0454,50.0,26.0,3.0,9.0,197.0,8.0,58.0,Mid,1,Very High,Low,0.2962962962962963,Low,Veteran,Senior,0.2595111954850846
EMP0455,41.0,16.0,4.0,12.0,103.0,11.0,27.0,Mid,0,Moderate,Low,0.6470588235294118,High,Senior,Early Mid,0.49899116611898786
EMP0457,48.0,18.0,4.0,60.0,20.0,0.0,8.0,Junior,1,Very Low,High,0.0,Low,Senior,Late Mid,0.0
EMP0458,42.0,13.0,4.0,36.0,69.0,14.0,71.0,Lead,0,Low,Medium,1.0,High,Mid,Late Mid,0.6931471805599453
EMP0459,54.0,22.0,4.0,76.0,168.0,6.0,97.0,Junior,0,Very High,Very High,0.2608695652173913,Low,Senior,Senior,0.23180161405732433
EMP0460,51.0,19.0,5.0,74.0,170.0,5.0,75.0,Junior,1,Very High,Very High,0.25,Low,Senior,Senior,0.22314355131420976
EMP0461,30.0,7.0,3.0,11.0,25.0,17.0,94.0,Junior,0,Very Low,Low,2.125,Very High,New,Young,1.1394342831883648
EMP0462,59.0,9.0,5.0,54.0,4.0,10.0,99.0,Junior,0,Very Low,High,1.0,High,Mid,Senior,0.6931471805599453
EMP0463,44.0,25.0,4.0,43.0,38.0,10.0,53.0,Junior,0,Very Low,Medium,0.38461538461538464,Moderate,Veteran,Late Mid,0.325422400434628
EMP0464,44.0,6.0,4.0,76.0,32.0,17.0,6.0,Mid,0,Very Low,Very High,2.4285714285714284,Very High,New,Late Mid,1.2321436812926323
EMP0465,22.0,0.0,3.0,81.0,39.0,7.0,7.0,Junior,0,Very Low,Very High,7.0,Very High,New,Young,2.0794415416798357
EMP0466,42.0,8.0,3.0,58.0,147.0,10.0,86.0,Mid,0,High,High,1.1111111111111112,High,New,Late Mid,0.7472144018302211
EMP0467,53.0,1.0,5.0,70.0,162.0,5.0,84.0,Senior,1,Very High,High,2.5,Very High,New,Senior,1.252762968495368
EMP0468,47.0,25.0,3.0,12.0,103.0,9.0,53.0,Senior,0,Moderate,Low,0.34615384615384615,Low,Veteran,Late Mid,0.2972515234679316
EMP0469,54.0,15.0,2.0,99.0,28.0,9.0,26.0,Senior,0,Very Low,Very High,0.5625,Moderate,Mid,Senior,0.44628710262841953
EMP0470,30.0,3.0,2.0,7.0,45.0,2.0,12.0,Senior,1,Low,Low,0.5,Moderate,New,Young,0.4054651081081644
EMP0471,38.0,15.0,2.0,61.0,60.0,13.0,51.0,Mid,1,Low,High,0.8125,High,Mid,Early Mid,0.5947071077466928
EMP0472,27.0,6.0,2.0,9.0,67.0,7.0,40.0,Lead,1,Low,Low,1.0,High,New,Young,0.6931471805599453
EMP0473,28.0,4.0,4.0,7.0,179.0,13.0,2.0,Lead,1,Very High,Low,2.6,Very High,New,Young,1.2809338454620645
EMP0474,28.0,21.0,5.0,37.0,174.0,2.0,19.0,Junior,0,Very High,Medium,0.09090909090909091,Low,Senior,Young,0.08701137698962977
EMP0475,58.0,1.0,1.0,48.0,46.0,1.0,10.0,Lead,0,Low,Medium,0.5,Moderate,New,Senior,0.4054651081081644
EMP0476,26.0,15.0,1.0,8.0,102.0,10.0,56.0,Lead,0,Moderate,Low,0.625,Moderate,Mid,Young,0.48550781578170077
EMP0477,54.0,13.0,2.0,88.0,133.0,3.0,97.0,Junior,0,High,Very High,0.21428571428571427,Low,Mid,Senior,0.19415601444095745
EMP0478,31.0,27.0,5.0,32.0,53.0,8.0,43.0,Lead,1,Low,Medium,0.2857142857142857,Low,Veteran,Young,0.25131442828090605
EMP0479,38.0,8.0,3.0,56.0,175.0,19.0,65.0,Junior,0,Very High,High,2.111111111111111,Very High,New,Early Mid,1.1349799328389847
EMP0480,49.0,5.0,3.0,62.0,193.0,2.0,96.0,Mid,1,Very High,High,0.3333333333333333,Low,New,Late Mid,0.2876820724517809
EMP0481,43.0,12.0,2.0,48.0,76.0,15.0,6.0,Junior,0,Low,Medium,1.1538461538461537,High,Mid,Late Mid,0.7672551527136672
EMP0482,42.0,15.0,2.0,11.0,54.0,10.0,94.0,Mid,1,Low,Low,0.625,Moderate,Mid,Late Mid,0.48550781578170077
EMP0483,53.0,22.0,3.0,51.0,103.0,2.0,91.0,Senior,1,Moderate,Medium,0.08695652173913043,Low,Senior,Senior,0.08338160893905106
EMP0484,53.0,18.0,1.0,85.0,36.0,5.0,58.0,Lead,0,Very Low,Very High,0.2631578947368421,Low,Senior,Senior,0.23361485118150516
EMP0485,57.0,4.0,1.0,54.0,132.0,2.0,26.0,Mid,0,High,High,0.4,Moderate,New,Senior,0.33647223662121295
EMP0486,52.0,22.0,4.0,51.0,105.0,10.0,80.0,Mid,0,Moderate,Medium,0.43478260869565216,Moderate,Senior,Senior,0.36101334553733055
EMP0487,27.0,8.0,1.0,71.0,5.0,18.0,90.0,Senior,1,Very Low,High,2.0,Very High,New,Young,1.0986122886681096
EMP0488,42.0,1.0,3.0,0.0,111.0,10.0,77.0,Lead,1,Moderate,Low,5.0,Very High,New,Late Mid,1.791759469228055
EMP0489,56.0,23.0,2.0,72.0,48.0,19.0,12.0,Mid,0,Low,High,0.7916666666666666,High,Veteran,Senior,0.5831462853456167
EMP0490,35.0,26.0,3.0,3.0,26.0,16.0,33.0,Senior,0,Very Low,Low,0.5925925925925926,Moderate,Veteran,Early Mid,0.4653632496892333
EMP0491,44.0,4.0,3.0,19.0,50.0,5.0,89.0,Mid,1,Low,Low,1.0,High,New,Late Mid,0.6931471805599453
EMP0492,41.0,11.0,4.0,73.0,103.0,12.0,62.0,Mid,0,Moderate,High,1.0,High,Mid,Early Mid,0.6931471805599453
EMP0493,51.0,9.0,1.0,75.0,39.0,0.0,25.0,Mid,0,Very Low,Very High,0.0,Low,Mid,Senior,0.0
EMP0494,31.0,9.0,1.0,27.0,18.0,17.0,24.0,Mid,1,Very Low,Low,1.7,Very High,Mid,Young,0.9932517730102834
EMP0496,51.0,18.0,4.0,85.0,66.0,19.0,19.0,Mid,0,Low,Very High,1.0,High,Senior,Senior,0.6931471805599453
EMP0497,28.0,10.0,3.0,33.0,130.0,5.0,14.0,Lead,0,High,Medium,0.45454545454545453,Moderate,Mid,Young,0.3746934494414107
EMP0498,27.0,11.0,5.0,91.0,141.0,2.0,51.0,Senior,0,High,Very High,0.16666666666666666,Low,Mid,Young,0.1541506798272583
EMP0499,29.0,16.0,5.0,42.0,62.0,5.0,91.0,Lead,0,Low,Medium,0.29411764705882354,Low,Senior,Young,0.2578291093020998
EMP0500,47.0,0.0,1.0,11.0,5.0,5.0,98.0,Junior,1,Very Low,Low,5.0,Very High,New,Late Mid,1.791759469228055
EMP0501,39.0,3.0,3.0,62.0,98.0,16.0,51.0,Senior,0,Moderate,High,4.0,Very High,New,Early Mid,1.6094379124341003
EMP0502,57.0,26.0,1.0,76.0,57.0,19.0,83.0,Senior,0,Low,Very High,0.7037037037037037,High,Veteran,Senior,0.532804530484766
EMP0503,47.0,27.0,5.0,95.0,73.0,15.0,83.0,Junior,0,Low,Very High,0.5357142857142857,Moderate,Veteran,Late Mid,0.42899560551835847
EMP0505,25.0,29.0,3.0,29.0,18.0,19.0,59.0,Senior,1,Very Low,Medium,0.6333333333333333,Moderate,Veteran,Young,0.4906229164484712
EMP0506,34.0,13.0,4.0,21.0,186.0,10.0,93.0,Junior,0,Very High,Low,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
EMP0507,45.0,29.0,1.0,98.0,168.0,9.0,94.0,Mid,0,Very High,Very High,0.3,Low,Veteran,Late Mid,0.26236426446749106
EMP0508,52.0,25.0,3.0,36.0,56.0,19.0,40.0,Senior,0,Low,Medium,0.7307692307692307,High,Veteran,Senior,0.5485659517488377
EMP0509,43.0,28.0,5.0,34.0,120.0,17.0,3.0,Junior,0,High,Medium,0.5862068965517241,Moderate,Veteran,Late Mid,0.46134556650262093
EMP0510,39.0,13.0,1.0,43.0,174.0,10.0,62.0,Lead,0,Very High,Medium,0.7142857142857143,High,Mid,Early Mid,0.538996500732687
EMP0511,55.0,20.0,2.0,51.0,0.0,10.0,48.0,Mid,1,Very Low,Medium,0.47619047619047616,Moderate,Senior,Senior,0.38946476676172326
EMP0512,44.0,2.0,1.0,60.0,93.0,4.0,18.0,Mid,0,Moderate,High,1.3333333333333333,Very High,New,Late Mid,0.8472978603872036
EMP0513,58.0,17.0,4.0,51.0,67.0,7.0,12.0,Senior,0,Low,Medium,0.3888888888888889,Moderate,Senior,Senior,0.32850406697203605
EMP0514,22.0,24.0,3.0,76.0,182.0,3.0,79.0,Junior,0,Very High,Very High,0.12,Low,Veteran,Young,0.11332868530700317
EMP0515,41.0,2.0,3.0,80.0,44.0,1.0,19.0,Junior,0,Low,Very High,0.3333333333333333,Low,New,Early Mid,0.2876820724517809
EMP0516,46.0,10.0,4.0,66.0,105.0,4.0,71.0,Mid,1,Moderate,High,0.36363636363636365,Moderate,Mid,Late Mid,0.3101549283038395
EMP0517,27.0,6.0,1.0,19.0,96.0,18.0,10.0,Mid,1,Moderate,Low,2.5714285714285716,Very High,New,Young,1.2729656758128876
EMP0518,41.0,13.0,1.0,64.0,131.0,13.0,20.0,Senior,1,High,High,0.9285714285714286,High,Mid,Early Mid,0.6567795363890705
EMP0519,41.0,15.0,5.0,89.0,62.0,15.0,27.0,Senior,0,Low,Very High,0.9375,High,Mid,Early Mid,0.661398482245365
EMP0520,30.0,4.0,1.0,51.0,38.0,6.0,79.0,Lead,0,Very Low,Medium,1.2,Very High,New,Young,0.7884573603642702
EMP0521,39.0,25.0,2.0,51.0,90.0,14.0,38.0,Senior,0,Moderate,Medium,0.5384615384615384,Moderate,Veteran,Early Mid,0.4307829160924542
EMP0522,24.0,20.0,4.0,65.0,93.0,17.0,66.0,Junior,1,Moderate,High,0.8095238095238095,High,Senior,Young,0.5930637220029628
EMP0523,57.0,12.0,5.0,86.0,24.0,15.0,94.0,Lead,1,Very Low,Very High,1.1538461538461537,High,Mid,Senior,0.7672551527136672
EMP0524,27.0,15.0,3.0,81.0,190.0,5.0,29.0,Mid,0,Very High,Very High,0.3125,Low,Mid,Young,0.27193371548364176
EMP0527,40.0,9.0,4.0,21.0,137.0,10.0,75.0,Junior,0,High,Low,1.0,High,Mid,Early Mid,0.6931471805599453
EMP0528,59.0,7.0,3.0,60.0,158.0,5.0,51.0,Lead,1,High,High,0.625,Moderate,New,Senior,0.48550781578170077
EMP0530,30.0,16.0,5.0,22.0,119.0,10.0,58.0,Junior,0,High,Low,0.5882352941176471,Moderate,Senior,Young,0.462623521948113
EMP0531,31.0,23.0,1.0,43.0,130.0,19.0,33.0,Lead,1,High,Medium,0.7916666666666666,High,Veteran,Young,0.5831462853456167
EMP0532,45.0,2.0,1.0,94.0,103.0,17.0,19.0,Mid,1,Moderate,Very High,5.666666666666667,Very High,New,Late Mid,1.8971199848858813
EMP0533,47.0,26.0,4.0,78.0,83.0,17.0,35.0,Senior,1,Low,Very High,0.6296296296296297,Moderate,Veteran,Late Mid,0.4883527679139321
EMP0534,29.0,22.0,5.0,27.0,103.0,7.0,51.0,Senior,0,Moderate,Low,0.30434782608695654,Low,Senior,Young,0.2657031657330057
EMP0535,26.0,18.0,1.0,24.0,167.0,9.0,5.0,Mid,0,Very High,Low,0.47368421052631576,Moderate,Senior,Young,0.38776553100876343
EMP0537,43.0,2.0,4.0,51.0,199.0,6.0,43.0,Mid,1,Very High,Medium,2.0,Very High,New,Late Mid,1.0986122886681096
EMP0539,46.0,17.0,2.0,11.0,103.0,12.0,45.0,Senior,0,Moderate,Low,0.6666666666666666,High,Senior,Late Mid,0.5108256237659907
EMP0540,44.0,14.0,1.0,25.0,3.0,15.0,30.0,Senior,1,Very Low,Low,1.0,High,Mid,Late Mid,0.6931471805599453
EMP0541,42.0,14.0,3.0,54.0,81.0,15.0,1.0,Lead,0,Low,High,1.0,High,Mid,Late Mid,0.6931471805599453
EMP0542,24.0,25.0,5.0,39.0,94.0,13.0,69.0,Senior,0,Moderate,Medium,0.5,Moderate,Veteran,Young,0.4054651081081644
EMP0543,29.0,8.0,4.0,25.0,40.0,7.0,38.0,Junior,0,Very Low,Low,0.7777777777777778,High,New,Young,0.5753641449035618
EMP0544,43.0,12.0,3.0,99.0,103.0,10.0,26.0,Mid,1,Moderate,Very High,0.7692307692307693,High,Mid,Late Mid,0.5705448584676129
EMP0545,41.0,25.0,3.0,71.0,21.0,11.0,30.0,Lead,1,Very Low,High,0.4230769230769231,Moderate,Veteran,Early Mid,0.3528213746227424
EMP0546,44.0,16.0,3.0,87.0,188.0,10.0,37.0,Lead,0,Very High,Very High,0.5882352941176471,Moderate,Senior,Late Mid,0.462623521948113
EMP0547,41.0,12.0,3.0,16.0,165.0,3.0,48.0,Junior,1,Very High,Low,0.23076923076923078,Low,Mid,Early Mid,0.20763936477824452
EMP0548,49.0,17.0,2.0,56.0,99.0,7.0,25.0,Mid,1,Moderate,High,0.3888888888888889,Moderate,Senior,Late Mid,0.32850406697203605
EMP0549,56.0,11.0,3.0,41.0,199.0,7.0,6.0,Mid,0,Very High,Medium,0.5833333333333334,Moderate,Mid,Senior,0.4595323293784402
EMP0550,50.0,21.0,1.0,39.0,118.0,11.0,73.0,Junior,0,High,Medium,0.5,Moderate,Senior,Senior,0.4054651081081644
EMP0551,59.0,4.0,4.0,99.0,117.0,14.0,11.0,Senior,0,Moderate,Very High,2.8,Very High,New,Senior,1.33500106673234
EMP0552,27.0,12.0,5.0,49.0,110.0,11.0,72.0,Lead,0,Moderate,Medium,0.8461538461538461,High,Mid,Young,0.6131044728864089
EMP0553,35.0,10.0,2.0,34.0,116.0,8.0,82.0,Senior,1,Moderate,Medium,0.7272727272727273,High,Mid,Early Mid,0.5465437063680699
EMP0554,50.0,15.0,5.0,22.0,0.0,9.0,17.0,Mid,1,Very Low,Low,0.5625,Moderate,Mid,Senior,0.44628710262841953
EMP0555,49.0,12.0,4.0,24.0,67.0,3.0,79.0,Lead,0,Low,Low,0.23076923076923078,Low,Mid,Late Mid,0.20763936477824452
EMP0556,31.0,22.0,2.0,11.0,32.0,13.0,68.0,Junior,0,Very Low,Low,0.5652173913043478,Moderate,Senior,Young,0.4480247225269603
EMP0557,25.0,3.0,3.0,66.0,73.0,5.0,74.0,Senior,0,Low,High,1.25,Very High,New,Young,0.8109302162163288
EMP0558,45.0,24.0,2.0,38.0,187.0,3.0,45.0,Lead,0,Very High,Medium,0.12,Low,Veteran,Late Mid,0.11332868530700317
EMP0559,23.0,15.0,5.0,9.0,93.0,11.0,41.0,Junior,0,Moderate,Low,0.6875,High,Mid,Young,0.5232481437645479
EMP0560,50.0,18.0,4.0,96.0,63.0,18.0,51.0,Lead,0,Low,Very High,0.9473684210526315,High,Senior,Senior,0.666478933477784
EMP0561,46.0,0.0,3.0,29.0,197.0,11.0,44.0,Junior,1,Very High,Medium,11.0,Very High,New,Late Mid,2.4849066497880004
EMP0562,52.0,13.0,1.0,27.0,103.0,5.0,44.0,Mid,1,Moderate,Low,0.35714285714285715,Low,Mid,Senior,0.30538164955118186
EMP0563,36.0,1.0,3.0,98.0,24.0,1.0,96.0,Lead,0,Very Low,Very High,0.5,Moderate,New,Early Mid,0.4054651081081644
EMP0564,59.0,4.0,3.0,17.0,110.0,16.0,67.0,Senior,0,Moderate,Low,3.2,Very High,New,Senior,1.4350845252893227
EMP0565,54.0,16.0,1.0,8.0,103.0,13.0,57.0,Lead,0,Moderate,Low,0.7647058823529411,High,Senior,Senior,0.5679840376059393
EMP0566,29.0,6.0,3.0,12.0,84.0,10.0,16.0,Lead,0,Low,Low,1.4285714285714286,Very High,New,Young,0.8873031950009028
EMP0567,37.0,26.0,3.0,18.0,84.0,14.0,84.0,Lead,0,Low,Low,0.5185185185185185,Moderate,Veteran,Early Mid,0.4177352006999787
EMP0568,59.0,8.0,5.0,77.0,19.0,13.0,26.0,Lead,0,Very Low,Very High,1.4444444444444444,Very High,New,Senior,0.8938178760220965
EMP0569,55.0,15.0,1.0,28.0,196.0,16.0,66.0,Mid,1,Very High,Medium,1.0,High,Mid,Senior,0.6931471805599453
EMP0570,27.0,24.0,2.0,95.0,184.0,2.0,35.0,Mid,0,Very High,Very High,0.08,Low,Veteran,Young,0.07696104113612832
EMP0571,44.0,23.0,3.0,46.0,120.0,2.0,39.0,Lead,0,High,Medium,0.08333333333333333,Low,Veteran,Late Mid,0.08004270767353643
EMP0573,56.0,0.0,5.0,87.0,11.0,10.0,92.0,Lead,0,Very Low,Very High,10.0,Very High,New,Senior,2.3978952727983707
EMP0574,50.0,1.0,3.0,98.0,177.0,9.0,88.0,Junior,0,Very High,Very High,4.5,Very High,New,Senior,1.7047480922384253
EMP0575,56.0,5.0,3.0,88.0,49.0,18.0,60.0,Senior,0,Low,Very High,3.0,Very High,New,Senior,1.3862943611198906
EMP0576,23.0,21.0,5.0,43.0,164.0,7.0,80.0,Mid,1,Very High,Medium,0.3181818181818182,Low,Senior,Young,0.2762533766281582
EMP0577,54.0,2.0,3.0,80.0,173.0,15.0,31.0,Junior,1,Very High,Very High,5.0,Very High,New,Senior,1.791759469228055
EMP0578,47.0,1.0,3.0,67.0,175.0,16.0,92.0,Senior,0,Very High,High,8.0,Very High,New,Late Mid,2.1972245773362196
EMP0579,53.0,10.0,3.0,60.0,26.0,2.0,22.0,Senior,0,Very Low,High,0.18181818181818182,Low,Mid,Senior,0.1670540846631662
EMP0580,39.0,15.0,1.0,75.0,118.0,10.0,76.0,Senior,0,High,Very High,0.625,Moderate,Mid,Early Mid,0.48550781578170077
EMP0581,55.0,6.0,4.0,41.0,113.0,1.0,51.0,Senior,0,Moderate,Medium,0.14285714285714285,Low,New,Senior,0.13353139262452263
EMP0582,51.0,27.0,4.0,96.0,182.0,12.0,22.0,Junior,0,Very High,Very High,0.42857142857142855,Moderate,Veteran,Senior,0.35667494393873234
EMP0583,44.0,9.0,5.0,83.0,150.0,8.0,32.0,Junior,0,High,Very High,0.8,High,Mid,Late Mid,0.5877866649021191
EMP0584,41.0,29.0,1.0,95.0,34.0,1.0,51.0,Junior,1,Very Low,Very High,0.03333333333333333,Low,Veteran,Early Mid,0.03278982282299087
EMP0586,29.0,14.0,2.0,89.0,176.0,9.0,18.0,Lead,1,Very High,Very High,0.6,Moderate,Mid,Young,0.4700036292457356
EMP0587,35.0,1.0,2.0,21.0,60.0,12.0,27.0,Junior,0,Low,Low,6.0,Very High,New,Early Mid,1.9459101490553132
EMP0588,44.0,22.0,4.0,35.0,167.0,1.0,16.0,Mid,0,Very High,Medium,0.043478260869565216,Low,Senior,Late Mid,0.04255961441879593
